url_length,domain_length,dot_count,hyphen_count,at_symbol,has_ip,https,digit_count,suspicious_words,subdomain_count,label
90,61,8,1,1,1,0,6,5,3,1
119,35,6,6,1,1,0,14,1,3,1
108,30,5,2,0,1,1,23,5,6,1
108,63,7,1,1,1,1,16,5,6,1
104,53,3,6,1,1,1,12,4,2,1
136,57,9,4,0,0,1,24,5,2,1
115,58,8,2,0,1,1,20,1,2,1
78,48,6,7,1,0,0,18,3,6,1
103,45,7,2,1,0,1,5,5,4,1
114,32,7,7,0,0,1,15,1,4,1
79,45,7,7,1,1,0,19,1,4,1
86,42,3,6,1,0,1,21,4,2,1
101,66,3,4,1,0,1,13,1,6,1
77,33,7,3,1,1,0,22,3,6,1
119,68,8,1,0,0,0,11,5,6,1
118,32,7,6,0,0,0,5,3,3,1
114,48,3,5,0,0,0,6,1,4,1
117,60,9,5,0,1,0,22,5,3,1
120,31,7,1,0,0,1,19,1,6,1
106,67,5,3,0,0,1,18,2,5,1
107,41,5,6,0,1,1,17,3,2,1
73,69,9,2,1,0,0,19,2,5,1
100,51,9,7,1,0,0,19,2,5,1
110,58,6,2,0,0,1,6,1,2,1
121,64,3,2,1,1,1,7,3,6,1
112,52,5,6,1,0,0,5,5,6,1
85,33,7,1,0,1,0,23,4,2,1
137,61,7,2,0,0,1,7,4,5,1
117,32,6,4,0,1,1,8,1,4,1
81,43,8,7,1,1,0,11,4,3,1
104,69,7,7,0,0,1,6,5,4,1
119,59,9,7,1,1,0,9,2,4,1
84,60,6,3,1,0,1,22,5,4,1
132,40,9,3,1,0,0,19,4,6,1
120,69,6,4,1,0,0,12,4,2,1
75,66,6,7,1,0,0,16,1,2,1
125,46,6,6,1,0,1,7,3,6,1
137,51,6,6,1,0,1,9,4,6,1
107,36,8,4,0,0,0,5,2,3,1
130,59,4,7,1,1,0,22,1,4,1
121,39,8,6,0,0,0,12,5,3,1
105,37,8,6,1,1,0,6,3,4,1
84,57,8,2,0,1,1,13,3,5,1
89,40,3,6,0,1,1,6,5,2,1
134,53,7,6,1,1,1,12,4,3,1
105,50,7,7,1,0,0,9,1,4,1
90,38,3,2,0,1,1,16,1,4,1
94,42,3,5,1,0,0,14,2,5,1
79,40,7,4,0,0,0,10,5,3,1
73,36,3,6,0,1,0,6,2,4,1
90,43,8,6,1,0,0,22,4,3,1
113,68,5,6,1,0,0,19,5,5,1
116,44,8,5,0,1,0,5,2,2,1
97,50,9,2,1,0,0,22,3,5,1
116,53,5,4,0,0,0,6,3,6,1
94,35,5,4,1,0,0,16,3,2,1
89,62,3,5,0,0,0,10,5,2,1
138,56,5,4,0,0,1,14,5,2,1
120,59,9,5,1,1,0,24,1,5,1
109,67,7,5,0,0,1,16,5,4,1
137,34,5,1,0,1,0,22,3,4,1
114,40,3,7,1,1,0,20,3,5,1
89,51,6,2,1,1,1,21,1,5,1
86,68,4,3,1,1,1,15,1,6,1
104,59,7,2,1,1,1,17,3,5,1
134,40,8,4,1,1,0,14,5,4,1
126,35,8,2,1,0,1,18,2,5,1
104,48,3,2,0,1,1,20,5,4,1
72,57,7,2,0,1,0,10,1,4,1
114,61,8,3,0,1,0,20,3,6,1
116,33,6,6,0,0,0,7,5,4,1
132,48,6,7,1,1,1,15,4,3,1
127,48,7,6,1,0,0,10,2,6,1
92,68,4,2,0,0,1,10,2,4,1
113,57,8,6,1,0,1,11,4,5,1
71,41,3,1,1,0,1,24,1,5,1
126,48,9,6,0,0,0,5,5,4,1
111,41,9,4,0,1,0,14,1,4,1
93,69,4,7,0,0,1,24,4,4,1
82,32,5,3,1,0,0,22,1,3,1
129,49,3,3,1,1,0,21,2,6,1
128,64,5,7,1,1,0,21,5,4,1
97,43,4,7,0,0,0,21,5,2,1
94,62,7,6,0,0,1,14,1,5,1
97,40,6,4,0,0,0,11,1,5,1
106,46,6,6,0,0,1,17,2,6,1
119,66,8,7,0,1,1,5,3,2,1
71,35,7,3,1,1,0,17,3,5,1
71,57,9,7,1,1,1,12,4,2,1
101,52,7,7,1,1,1,9,2,5,1
98,47,8,1,0,1,0,7,3,3,1
97,31,5,5,0,1,1,10,3,4,1
113,63,9,7,0,0,0,6,1,5,1
95,49,5,4,0,0,1,14,3,3,1
82,66,9,2,0,0,0,12,5,4,1
79,37,3,1,1,0,1,12,2,3,1
120,35,7,7,1,1,1,13,5,5,1
114,56,3,7,0,0,1,14,1,6,1
90,43,8,4,1,0,0,18,3,5,1
100,35,3,2,0,0,1,8,1,3,1
83,33,5,2,1,0,0,12,5,5,1
74,59,5,2,0,1,1,16,2,5,1
103,60,3,6,0,0,0,10,5,3,1
95,48,4,3,1,1,0,13,2,6,1
126,65,6,4,0,1,1,21,2,5,1
79,50,9,4,1,1,0,20,5,6,1
120,69,6,6,1,0,0,21,1,3,1
92,64,6,6,0,0,0,11,4,2,1
92,33,8,1,1,1,1,16,2,4,1
82,60,7,1,1,0,1,6,5,2,1
111,68,7,5,1,1,1,17,1,2,1
118,36,4,7,1,0,1,6,4,2,1
115,49,8,6,1,1,0,21,1,3,1
99,42,6,1,1,1,1,12,5,3,1
115,57,5,2,0,1,0,12,2,3,1
104,34,7,4,0,1,0,24,4,5,1
123,37,8,4,1,0,1,13,2,6,1
122,52,5,4,1,1,1,9,5,5,1
104,59,4,4,1,0,1,11,1,2,1
72,54,7,3,0,1,1,23,2,5,1
107,31,6,3,1,0,0,6,2,4,1
71,54,3,5,0,0,1,14,5,5,1
91,66,8,2,1,1,0,16,5,4,1
92,38,3,3,1,0,0,13,5,4,1
125,36,9,5,1,0,1,8,2,2,1
72,69,4,3,0,0,0,9,4,3,1
125,64,4,3,0,0,0,14,5,4,1
121,52,6,7,0,0,1,9,2,6,1
111,56,5,4,0,0,0,10,1,6,1
72,38,4,6,1,1,1,6,5,3,1
86,33,3,1,1,0,1,22,1,2,1
136,44,4,6,0,1,1,23,1,6,1
108,68,4,3,1,1,1,7,3,2,1
135,39,5,6,0,1,1,6,4,6,1
116,37,9,4,0,1,0,17,3,5,1
91,31,9,3,1,0,1,5,4,3,1
138,62,7,6,0,0,0,8,2,5,1
75,30,6,4,0,1,0,10,3,5,1
104,53,7,5,0,1,0,14,5,5,1
71,64,7,5,1,0,1,10,3,2,1
83,38,3,1,1,0,1,22,3,6,1
133,68,3,7,1,1,0,13,3,4,1
139,34,5,6,0,0,0,21,3,2,1
77,51,7,5,0,0,0,22,4,4,1
123,50,7,7,0,1,1,13,5,5,1
126,30,5,5,1,1,1,7,2,5,1
80,66,7,6,0,0,1,23,1,3,1
77,57,5,3,1,1,1,10,3,4,1
122,38,6,4,0,0,1,8,4,3,1
104,31,7,4,0,0,0,16,2,6,1
108,65,4,2,1,0,1,20,3,4,1
83,41,9,2,0,0,1,22,1,2,1
117,52,3,4,0,1,1,7,1,4,1
88,44,3,2,0,0,1,7,2,3,1
130,40,6,6,0,0,0,7,4,2,1
84,64,5,1,1,1,1,15,5,2,1
109,50,9,2,0,1,1,24,4,3,1
96,54,5,2,0,1,0,17,5,3,1
128,59,4,3,1,1,0,20,1,3,1
120,65,5,5,0,0,1,21,3,5,1
103,47,8,3,0,0,0,11,2,6,1
123,42,7,3,0,1,0,12,4,4,1
108,32,4,7,1,0,1,9,4,2,1
122,52,3,2,1,1,0,11,2,5,1
111,43,6,2,1,1,1,11,4,4,1
115,46,5,7,1,1,1,22,1,5,1
83,57,5,1,1,0,1,10,2,4,1
89,68,9,3,1,0,0,16,5,3,1
125,38,8,6,1,0,1,17,4,3,1
109,50,8,2,1,0,1,23,1,3,1
77,34,9,2,1,1,1,22,5,5,1
77,50,8,3,1,0,0,23,3,3,1
83,53,8,1,0,0,0,21,1,6,1
132,66,9,4,1,1,0,23,1,4,1
83,34,9,3,1,1,1,13,3,5,1
95,41,5,7,0,0,0,5,2,6,1
116,60,5,1,0,0,1,13,3,2,1
103,51,6,1,1,1,0,13,4,3,1
124,59,7,2,1,0,1,15,5,6,1
114,61,6,6,0,0,1,24,2,3,1
105,62,7,1,1,1,0,7,3,4,1
90,49,5,7,0,0,0,8,2,2,1
134,61,9,4,1,1,1,7,5,2,1
128,69,3,6,0,0,1,7,1,2,1
133,36,9,2,0,0,0,17,5,5,1
92,46,7,5,0,0,1,13,4,2,1
70,39,8,3,1,0,1,12,4,3,1
70,68,3,1,1,1,0,13,1,2,1
122,41,9,7,1,0,1,10,5,5,1
129,47,9,4,0,0,1,6,3,6,1
119,68,5,4,1,0,1,21,1,4,1
103,46,7,2,0,0,1,24,1,6,1
86,68,8,7,0,1,1,14,4,2,1
114,49,9,3,0,1,0,18,5,4,1
110,65,9,2,1,1,1,11,5,2,1
74,54,8,2,1,0,1,9,4,5,1
71,58,5,3,0,1,1,7,2,2,1
78,52,6,5,0,1,1,17,2,2,1
98,50,8,5,1,1,1,24,4,3,1
81,35,3,3,0,0,1,16,1,2,1
114,37,4,4,0,0,1,22,2,3,1
133,51,5,5,1,0,1,10,2,5,1
103,62,3,4,0,1,1,16,1,4,1
120,54,4,7,1,1,1,17,1,4,1
107,38,8,6,0,1,1,17,2,5,1
94,61,9,6,0,1,0,21,4,4,1
121,52,8,6,1,1,0,10,2,5,1
120,57,3,5,1,1,0,24,1,6,1
90,54,3,2,0,0,1,5,1,3,1
88,41,8,6,1,0,0,10,4,2,1
120,60,4,1,1,1,1,19,1,3,1
123,36,4,2,1,0,1,23,5,2,1
83,41,6,7,0,0,1,24,4,6,1
110,61,7,1,0,1,0,10,1,5,1
102,66,4,6,1,0,0,16,1,3,1
124,56,9,2,1,1,0,5,5,2,1
107,67,4,6,0,1,0,7,3,6,1
133,69,4,5,1,0,0,17,1,4,1
139,31,4,7,1,0,1,7,3,3,1
75,38,8,6,1,1,0,5,4,3,1
103,62,4,3,1,1,1,11,2,2,1
136,39,6,3,1,1,0,16,5,5,1
128,67,6,7,0,1,0,21,5,5,1
78,40,5,4,1,0,1,14,3,4,1
84,37,3,1,0,1,1,9,2,6,1
105,51,3,6,0,1,0,19,3,6,1
128,32,6,5,0,0,0,15,2,4,1
108,68,3,2,0,1,1,12,4,4,1
139,32,6,5,0,0,0,17,3,3,1
77,47,4,5,1,1,0,24,4,2,1
129,52,4,5,1,0,1,10,1,4,1
131,41,5,5,0,0,0,11,4,6,1
80,31,7,5,0,1,1,5,3,4,1
114,33,6,4,1,0,0,8,5,4,1
77,63,3,5,1,0,1,9,1,4,1
99,46,9,7,0,0,0,6,5,4,1
77,56,3,1,0,1,0,23,4,3,1
125,36,8,6,0,1,1,17,3,5,1
138,63,7,2,1,1,1,14,3,6,1
96,58,3,4,1,0,1,12,2,5,1
117,52,6,2,0,0,0,9,5,3,1
88,42,4,2,1,1,0,15,3,3,1
116,33,5,6,1,0,0,23,4,6,1
72,66,9,7,0,1,0,16,4,4,1
139,46,3,4,0,1,0,22,4,5,1
137,69,3,7,0,1,1,23,2,4,1
111,35,6,2,1,1,1,10,1,2,1
111,42,6,3,1,0,1,12,5,3,1
128,64,7,6,1,0,0,7,1,5,1
109,39,3,3,0,0,0,23,5,2,1
91,67,5,6,1,1,0,14,3,2,1
121,45,7,6,0,0,1,19,2,6,1
109,34,8,1,1,0,0,10,5,3,1
136,31,8,4,1,0,1,19,4,3,1
101,31,6,6,1,1,1,7,2,4,1
103,62,3,2,1,0,0,9,4,3,1
90,35,5,7,0,1,0,13,1,2,1
78,46,9,3,1,1,1,14,4,5,1
109,45,7,2,0,0,1,11,5,4,1
103,38,8,3,1,0,1,17,1,2,1
120,58,8,7,0,0,1,15,2,4,1
77,55,9,2,0,0,0,12,4,4,1
74,54,9,1,0,1,0,11,1,2,1
91,41,7,6,0,0,0,19,5,3,1
120,35,7,7,1,0,0,11,2,5,1
99,60,9,5,1,1,1,12,5,3,1
73,60,5,4,0,0,0,13,3,5,1
132,51,5,3,0,0,1,10,1,3,1
114,58,5,4,0,0,1,22,1,5,1
70,32,6,5,1,1,0,5,2,6,1
119,34,8,4,1,1,0,10,3,3,1
102,56,8,4,1,0,1,22,5,2,1
103,35,8,4,1,0,1,11,5,4,1
121,62,5,7,1,1,0,13,5,5,1
75,60,3,7,1,0,1,21,2,4,1
139,61,8,2,1,1,0,21,1,5,1
118,38,4,3,1,0,0,14,3,5,1
116,34,8,5,1,0,0,20,5,2,1
80,64,5,5,1,0,0,15,1,6,1
122,33,9,2,0,1,1,6,3,4,1
107,60,4,6,0,1,1,22,5,2,1
108,51,3,4,0,0,0,8,1,5,1
119,67,5,6,0,0,0,24,1,4,1
112,49,6,4,0,0,0,10,3,3,1
107,33,6,4,0,0,1,19,3,4,1
130,51,9,5,1,0,1,19,3,5,1
100,65,9,3,1,0,1,14,3,3,1
103,32,3,7,1,0,0,22,4,4,1
95,51,9,2,0,1,1,13,4,2,1
113,30,7,4,1,0,1,15,3,6,1
98,49,8,3,1,0,1,6,2,4,1
95,32,7,3,0,0,0,24,2,3,1
117,58,8,1,0,0,1,17,2,4,1
123,58,6,6,0,1,1,22,5,5,1
107,37,3,2,0,1,1,5,5,6,1
100,47,4,1,0,0,1,12,2,6,1
99,42,5,4,0,0,0,7,4,2,1
138,69,6,5,1,1,1,6,5,2,1
97,45,8,4,1,1,0,19,5,4,1
91,42,5,3,0,1,0,12,1,3,1
75,67,5,4,0,0,1,12,5,4,1
136,30,5,6,1,1,1,18,5,3,1
93,65,3,4,0,0,1,16,2,6,1
71,62,3,3,0,1,1,17,1,4,1
103,59,4,3,1,1,1,22,5,4,1
76,52,7,4,0,0,0,8,3,6,1
136,62,5,6,1,1,0,19,5,3,1
94,44,8,4,0,1,0,15,5,4,1
78,51,8,3,0,1,1,5,4,2,1
109,47,4,1,0,0,1,11,5,5,1
136,63,4,7,1,0,0,12,1,5,1
77,57,9,7,0,1,0,24,4,4,1
135,37,5,4,1,0,1,5,2,2,1
98,57,7,2,1,0,1,21,3,6,1
73,52,6,1,0,0,0,9,5,6,1
116,37,5,2,0,0,1,16,3,4,1
124,58,4,2,0,1,0,7,3,4,1
71,66,7,5,0,1,1,6,1,5,1
109,53,5,1,1,0,0,19,5,2,1
78,60,7,7,0,1,0,14,2,4,1
86,52,7,7,1,1,0,9,1,6,1
86,49,4,1,1,0,0,6,4,3,1
76,61,8,6,0,0,0,9,1,3,1
123,35,4,6,1,1,0,7,1,6,1
97,57,8,5,0,1,1,10,5,6,1
134,35,5,1,0,0,0,9,5,2,1
103,60,9,6,0,1,0,23,4,3,1
80,32,4,4,1,0,0,21,2,4,1
84,48,9,7,1,1,0,16,3,4,1
77,44,3,4,0,1,1,8,4,3,1
102,32,4,5,0,0,0,7,4,6,1
86,48,3,2,0,1,1,11,5,3,1
84,62,8,1,1,0,1,16,3,4,1
133,41,4,2,0,1,1,16,2,5,1
85,65,8,2,1,0,0,23,2,5,1
90,39,4,2,1,0,1,19,4,5,1
118,69,3,3,0,0,0,15,4,3,1
127,36,6,7,0,1,1,15,4,3,1
70,32,3,5,0,0,1,22,1,6,1
94,46,8,7,0,1,1,24,2,5,1
94,51,5,5,0,1,0,20,5,3,1
119,41,9,2,1,0,1,20,2,6,1
106,32,3,2,0,0,0,18,3,4,1
98,59,9,6,0,1,1,9,3,4,1
107,48,4,6,0,1,0,5,2,5,1
100,37,9,5,1,1,1,20,4,6,1
135,45,4,4,0,1,0,24,5,4,1
91,59,3,4,0,1,1,9,1,3,1
116,30,9,3,1,0,1,23,4,3,1
83,34,6,2,1,1,1,22,4,6,1
76,41,9,4,0,1,1,19,4,4,1
91,68,9,1,1,0,0,12,3,6,1
94,48,6,3,1,0,1,16,1,3,1
97,50,7,7,0,0,0,23,5,6,1
92,30,6,2,0,0,0,11,1,4,1
75,50,9,3,0,1,0,21,3,4,1
115,61,3,6,1,1,0,10,1,3,1
85,45,3,4,0,0,0,14,5,5,1
103,54,3,7,0,1,1,15,2,6,1
77,46,8,2,0,0,1,14,5,2,1
79,59,4,3,1,0,0,17,3,3,1
99,40,6,3,1,0,0,18,1,3,1
134,62,4,1,1,0,1,17,1,5,1
100,59,5,6,0,0,1,13,5,5,1
83,54,8,4,0,1,1,12,2,3,1
123,47,8,4,1,1,1,22,5,4,1
102,64,7,5,1,0,0,15,5,4,1
92,58,4,5,1,0,1,10,4,3,1
117,66,4,6,0,1,1,9,1,3,1
82,37,4,5,1,0,0,17,4,2,1
85,48,9,6,1,0,0,12,4,3,1
119,42,4,7,1,0,0,7,3,2,1
113,42,9,5,1,0,0,20,4,2,1
129,51,4,1,0,1,1,22,2,2,1
100,49,6,6,0,0,1,5,3,2,1
118,45,5,2,0,0,1,21,3,3,1
127,31,9,3,0,1,1,14,5,2,1
135,69,5,5,0,1,0,19,2,3,1
70,36,4,6,1,1,1,20,1,4,1
130,31,3,3,1,0,0,24,2,3,1
93,66,4,1,1,1,1,6,3,5,1
129,41,8,6,0,1,1,11,5,3,1
91,53,5,2,0,0,0,8,3,3,1
130,62,7,2,0,0,1,24,2,6,1
126,33,7,1,0,0,0,20,3,2,1
78,62,4,3,0,0,0,22,1,3,1
133,62,7,3,0,0,1,16,4,3,1
102,60,8,5,0,1,1,9,4,3,1
94,36,5,2,1,1,0,5,3,5,1
94,46,9,7,1,1,1,12,5,3,1
91,68,8,1,1,0,1,23,4,5,1
81,44,8,1,0,1,1,11,4,2,1
112,33,4,7,0,1,0,22,5,2,1
98,57,4,3,1,1,1,23,2,4,1
91,42,8,4,0,1,0,9,2,3,1
105,66,4,1,1,1,0,13,5,4,1
92,38,6,3,1,0,0,8,3,6,1
105,63,5,3,1,1,1,11,3,6,1
94,45,8,2,0,0,0,6,1,2,1
71,46,8,3,0,0,1,14,1,3,1
134,52,5,5,1,0,1,10,2,3,1
134,69,9,7,0,1,0,24,5,6,1
117,49,4,1,1,0,1,9,3,6,1
70,42,6,4,1,0,0,24,5,6,1
134,54,9,2,1,0,0,14,4,6,1
90,50,7,5,1,1,0,19,3,5,1
124,39,3,1,0,1,0,23,1,6,1
74,60,8,6,0,0,0,23,1,5,1
135,68,4,2,0,1,1,23,4,4,1
102,52,8,7,1,0,1,20,4,4,1
135,46,3,6,0,0,1,10,1,3,1
117,63,6,7,1,0,1,9,2,6,1
72,38,4,2,1,1,0,15,4,6,1
84,66,8,7,1,0,1,21,1,3,1
89,67,4,2,1,0,0,6,3,4,1
77,45,7,3,0,1,0,19,5,6,1
111,35,9,4,1,1,1,5,3,2,1
139,35,6,1,0,1,1,23,4,4,1
130,50,6,2,0,0,1,5,4,2,1
81,68,8,1,1,0,0,21,5,5,1
82,64,3,5,0,0,0,15,2,3,1
99,67,9,3,0,0,0,9,4,5,1
74,50,7,4,1,1,1,22,3,6,1
119,39,8,6,0,0,0,5,5,3,1
134,69,3,3,1,0,0,15,1,6,1
104,46,7,5,0,0,1,9,3,5,1
71,33,6,6,0,0,0,16,4,5,1
111,30,8,5,0,0,0,5,3,3,1
123,44,3,6,0,1,1,13,5,3,1
128,50,7,1,1,1,0,21,4,4,1
100,58,8,5,1,1,0,6,1,2,1
92,36,4,3,1,0,0,5,5,4,1
116,51,9,7,1,0,1,14,1,5,1
119,54,3,5,0,1,0,18,2,4,1
137,43,9,5,0,0,0,20,1,2,1
81,63,9,4,0,0,0,18,1,6,1
100,55,3,4,0,1,0,6,5,5,1
133,62,3,4,0,1,0,23,5,4,1
138,62,5,1,0,0,0,10,5,2,1
77,45,4,3,1,0,1,21,2,4,1
94,51,7,6,0,1,0,21,4,3,1
126,66,5,2,1,1,0,9,5,3,1
116,46,9,2,0,1,1,17,1,3,1
110,31,3,4,0,1,1,16,2,6,1
127,58,8,7,1,0,0,15,1,6,1
93,32,9,6,0,1,0,12,4,3,1
106,60,9,6,1,1,1,6,1,2,1
126,46,6,7,1,1,1,21,2,3,1
91,33,4,7,0,0,0,16,3,4,1
120,54,4,7,1,1,0,20,4,5,1
80,42,9,5,1,1,0,24,2,3,1
88,46,4,7,0,1,1,21,1,4,1
87,33,3,6,1,0,0,14,2,2,1
76,67,8,2,0,1,1,6,4,4,1
131,44,4,7,0,1,0,13,5,6,1
96,52,7,2,0,0,1,11,1,3,1
128,55,8,2,1,1,1,16,3,2,1
135,43,7,6,0,0,0,19,4,4,1
116,43,4,4,0,0,0,19,4,6,1
127,54,6,3,0,1,0,21,4,6,1
88,47,3,5,0,1,0,15,5,5,1
117,65,7,2,0,0,1,19,4,6,1
118,54,9,1,0,0,1,11,4,6,1
112,54,7,6,1,0,0,10,4,4,1
123,59,5,6,0,1,1,8,3,2,1
111,61,6,5,1,1,0,12,4,4,1
78,35,3,7,1,0,0,11,1,5,1
76,49,9,3,1,0,1,5,3,4,1
89,51,3,2,0,1,1,24,4,3,1
132,30,6,1,1,1,1,13,2,6,1
77,55,3,3,1,0,1,15,4,5,1
87,66,7,7,0,1,1,21,4,6,1
92,56,5,2,1,1,0,11,4,4,1
110,41,6,4,1,0,1,11,4,6,1
122,33,7,7,0,0,0,8,4,5,1
73,45,9,1,1,0,1,12,4,4,1
76,30,3,3,1,0,0,14,2,4,1
131,61,3,1,0,1,1,6,1,5,1
75,31,5,3,1,1,0,15,5,5,1
83,63,5,7,1,1,1,9,2,3,1
79,39,8,6,1,0,0,23,3,2,1
72,31,9,1,0,1,0,14,1,6,1
113,45,4,4,1,1,1,7,4,6,1
93,66,8,3,1,0,1,13,1,3,1
131,53,5,4,1,1,1,12,1,6,1
86,34,7,4,1,1,1,12,1,5,1
109,40,6,4,0,0,0,16,4,4,1
117,36,8,6,1,0,1,12,4,4,1
123,64,8,5,0,1,1,9,2,2,1
124,30,4,4,1,0,0,12,2,4,1
75,58,6,3,1,1,0,5,5,5,1
78,56,7,3,0,0,1,11,4,3,1
78,32,8,3,1,1,1,9,3,4,1
127,50,9,2,1,0,1,7,4,3,1
125,64,4,1,1,1,0,24,2,3,1
131,39,4,5,1,0,1,10,3,3,1
87,48,8,5,0,1,0,23,1,6,1
118,32,3,7,0,1,1,8,3,3,1
71,50,7,5,0,0,1,13,4,3,1
109,36,6,1,1,0,1,21,2,5,1
110,46,7,2,0,0,1,21,5,3,1
91,51,4,6,1,1,1,23,2,5,1
137,32,4,5,1,1,1,14,2,5,1
130,38,7,4,1,1,0,6,5,3,1
93,35,6,2,0,1,1,16,3,5,1
103,44,9,4,0,0,1,20,1,4,1
78,56,6,3,1,0,1,9,2,2,1
130,32,3,4,0,0,0,21,4,6,1
120,36,9,2,1,0,0,9,4,4,1
86,33,8,4,1,0,1,12,4,5,1
93,55,6,4,0,1,1,23,4,3,1
100,53,3,6,0,1,0,17,2,4,1
126,52,3,5,1,1,1,20,4,6,1
108,66,3,4,0,1,0,24,3,3,1
104,58,8,7,0,0,0,12,3,3,1
128,44,8,1,0,0,0,6,3,6,1
76,63,6,3,0,1,0,12,3,6,1
93,62,5,6,0,1,1,11,5,6,1
93,51,7,1,0,1,1,22,5,3,1
139,63,5,2,0,0,0,15,3,5,1
118,47,5,2,1,1,1,9,4,5,1
110,47,6,3,0,1,1,14,5,5,1
132,30,7,2,0,1,0,12,5,5,1
131,41,3,2,1,1,0,10,1,6,1
116,30,7,5,1,1,1,21,1,6,1
130,41,3,7,0,1,0,5,5,3,1
105,61,8,1,0,1,0,14,1,2,1
132,65,5,4,0,0,1,18,4,6,1
135,62,6,7,1,1,0,17,2,5,1
100,57,3,3,0,0,0,15,2,2,1
130,56,8,7,1,1,0,15,4,2,1
73,52,9,6,1,1,1,24,1,2,1
102,41,6,6,0,1,0,11,4,5,1
105,69,7,7,1,0,0,5,5,4,1
78,39,7,3,1,1,1,23,2,3,1
136,34,6,6,1,1,1,17,2,3,1
89,68,9,6,0,0,1,19,3,2,1
115,36,8,3,1,0,1,13,3,4,1
126,34,5,3,1,1,0,16,1,3,1
95,65,3,7,1,1,1,11,5,6,1
101,43,5,7,0,0,1,12,5,5,1
109,61,4,7,1,0,0,14,1,3,1
87,69,3,3,1,0,0,21,3,6,1
72,38,5,3,1,0,0,21,3,4,1
92,40,5,5,1,0,0,19,3,4,1
115,46,4,6,1,1,0,19,4,6,1
90,61,5,6,1,0,1,20,4,6,1
93,46,9,5,0,0,1,22,2,4,1
93,60,6,1,0,0,1,14,2,3,1
127,47,9,7,0,1,0,12,2,3,1
90,30,6,2,1,1,1,8,3,4,1
108,67,7,5,0,0,0,6,2,6,1
101,62,3,6,1,1,1,21,4,3,1
97,32,7,3,1,0,1,7,2,5,1
90,40,8,7,0,0,0,15,1,6,1
89,42,8,4,0,0,0,13,5,3,1
95,64,4,2,0,1,1,14,4,4,1
92,56,3,6,0,0,1,22,3,3,1
125,44,5,3,1,0,0,17,5,4,1
101,56,5,4,1,1,1,9,2,3,1
104,57,6,1,0,0,0,21,5,3,1
108,42,6,3,0,1,1,20,2,6,1
126,43,7,2,0,0,0,17,4,4,1
116,44,7,7,0,0,1,13,3,6,1
97,63,9,5,1,0,1,11,4,6,1
128,30,8,5,1,1,1,15,2,5,1
79,67,3,1,0,1,1,9,4,4,1
115,52,5,1,0,1,0,17,5,3,1
121,44,8,5,1,1,1,9,4,3,1
138,63,5,4,0,0,0,12,1,2,1
125,67,6,5,0,1,1,9,2,3,1
115,35,8,5,0,0,0,15,4,4,1
102,49,5,4,1,0,1,13,4,3,1
124,50,6,1,1,0,0,24,5,2,1
75,55,5,4,1,1,0,18,5,2,1
79,33,3,4,0,0,0,5,3,5,1
73,55,7,5,1,0,1,9,2,5,1
138,66,7,7,0,1,0,10,1,3,1
80,60,3,2,1,0,0,23,5,6,1
80,57,7,4,1,1,1,24,2,5,1
88,54,3,5,1,1,1,24,2,5,1
135,49,4,2,1,1,0,12,4,3,1
92,39,8,3,0,0,1,13,2,6,1
104,58,7,1,0,1,1,18,2,2,1
76,36,9,2,0,1,0,23,2,6,1
137,32,3,2,0,1,1,21,5,4,1
135,64,3,7,1,0,1,11,1,6,1
98,41,5,4,1,1,0,24,2,2,1
122,68,3,2,0,1,1,22,3,4,1
83,49,9,5,1,0,1,7,3,3,1
94,45,5,3,1,1,1,15,3,5,1
93,59,3,5,1,1,1,18,3,4,1
81,41,9,6,0,0,1,20,3,2,1
79,59,3,7,0,0,1,12,3,6,1
81,54,6,4,1,0,1,18,4,5,1
131,56,4,6,1,1,0,10,2,3,1
101,33,7,3,0,1,0,7,1,6,1
122,54,5,5,0,1,0,14,1,2,1
73,49,9,3,0,1,0,20,3,2,1
117,66,9,6,1,0,1,11,2,3,1
113,57,6,5,0,1,0,15,1,5,1
110,49,8,5,0,0,0,16,5,5,1
134,44,7,4,0,1,0,17,2,5,1
112,60,9,1,0,0,0,18,3,3,1
72,56,4,4,0,1,0,23,1,3,1
81,55,7,3,0,0,0,15,1,2,1
106,67,4,3,0,0,1,8,5,2,1
96,61,7,2,1,0,1,17,5,5,1
112,56,6,5,0,0,1,22,2,5,1
72,34,8,2,0,0,1,11,5,4,1
74,48,8,6,0,1,1,23,4,3,1
95,67,6,5,1,0,1,16,2,5,1
123,51,9,2,0,0,0,23,2,6,1
108,60,3,7,1,0,1,6,5,3,1
70,53,4,7,0,1,1,17,5,5,1
136,49,8,6,0,1,1,6,4,2,1
122,60,3,6,1,1,0,5,1,2,1
70,41,8,2,0,1,0,11,3,6,1
106,33,6,6,1,0,0,24,2,4,1
101,59,8,2,0,1,0,8,3,4,1
131,37,5,5,0,0,1,24,1,6,1
135,50,7,6,0,1,0,7,3,4,1
138,50,4,3,0,1,0,23,4,6,1
113,59,6,5,1,1,0,14,3,5,1
118,52,7,6,0,0,1,5,3,2,1
123,56,9,1,0,1,0,18,1,5,1
127,37,8,5,0,1,1,12,2,4,1
105,41,3,3,0,0,1,19,3,2,1
128,32,5,4,1,1,1,8,3,6,1
74,39,6,7,1,1,0,20,1,4,1
136,63,4,7,0,1,1,14,4,5,1
121,61,3,5,1,1,0,23,2,6,1
102,45,9,6,1,0,0,17,4,3,1
